country_code,mapped_bvdId,mapped_name,mapping_score,original_name,company_name,BvD ID number ,Country ISO code,"NACE Rev. 2, core code (4 digits)","NAICS 2017, core code (4 digits)",Major sectors,GUO - BvD ID number,GUO - Country ISO code,Status,Date of incorporation,Fixed assets <th USD 2016>,Intangible fixed assets <th USD 2016>,Tangible fixed assets <th USD 2016>,Other fixed assets <th USD 2016>,Current assets <th USD 2016>,Stock <th USD 2016>,Debtors <th USD 2016>,Other current assets <th USD 2016>,Cash & cash equivalent <th USD 2016>,Total assets <th USD 2016>,Shareholders funds <th USD 2016>,Capital <th USD 2016>,Other shareholders funds <th USD 2016>,Non-current liabilities <th USD 2016>,Long term debt <th USD 2016>,Other non-current liabilities <th USD 2016>,Provisions <th USD 2016>,Current liabilities <th USD 2016>,Loans <th USD 2016>,Creditors <th USD 2016>,Other current liabilities <th USD 2016>,Total shareh. funds & liab. <th USD 2016>,Working capital <th USD 2016>,Net current assets <th USD 2016>,Enterprise value <th USD 2016>,Number of employees <2016>,Operating revenue (Turnover) <th USD 2016>,Sales <th USD 2016>,Costs of goods sold <th USD 2016>,Gross profit <th USD 2016>,Other operating expenses <th USD 2016>,Operating P/L [=EBIT] <th USD 2016>,Financial P/L <th USD 2016>,Financial revenue <th USD 2016>,Financial expenses <th USD 2016>,P/L before tax <th USD 2016>,Taxation <th USD 2016>,P/L after tax <th USD 2016>,Extr. and other P/L <th USD 2016>,Extr. and other revenue <th USD 2016>,Extr. and other expenses <th USD 2016>,P/L for period [=Net income] <th USD 2016>,Export revenue <th USD 2016>,Material costs <th USD 2016>,Costs of employees <th USD 2016>,Depreciation & Amortization <th USD 2016>,Other operating items <th USD 2016>,Interest paid <th USD 2016>,Research & Development expenses <th USD 2016>,Cash flow <th USD 2016>,Added value <th USD 2016>,EBITDA <th USD 2016>
US,US207819429L,ALTERNATIVA LLC,scoreA,Alternativa,ALTERNATIVA LLC,US207819429L,US, , , , , ,Active, ,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
WLD,US255109382L,ALTSCHOOL,scoreA,AltSchool,ALTSCHOOL,US255109382L,US,8510,6111,"Education, Health",US255109382L,US,Active,2014,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
EG,EG0001123391,AMAK COMPANY FOR DRILLING AND OIL SERVICES (Alias: AMAK PETROLEUM),scoreB,Amak,AMAK COMPANY FOR DRILLING AND OIL SERVICES,EG0001123391,EG,7112,5413,Other services, , ,Active,2007,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
ZA,ZA199604510023,AMANDLA WATER JETTING CC,scoreB,Amandla Water,AMANDLA WATER JETTING CC,ZA199604510023,ZA,7022,5416,Other services, , ,Active,13/09/1996,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
BR,BR28835891000115,AMBAR INDUSTRIA E COMERCIO LTDA - ME,scoreB,Ambar Industria,AMBAR INDUSTRIA E COMERCIO LTDA - ME,BR28835891000115,BR,1520,3162,"Textiles, wearing apparel, leather", , ,Active,10/10/2017,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,46,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
MX,MXAPV041214Q12,AMERIMED PUERTO VALLARTA SA,scoreA,Amerimed,AMERIMED PUERTO VALLARTA SA,MXAPV041214Q12,MX,8610,6221,"Education, Health", , ,Active,14/12/2004,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
KH,,,,AMK MFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EG,EG0000057715,AMOUN PHARMACEUTICALS COMPANY SAE (Alias: AMOUN),scoreB,Amoun Pharma,AMOUN PHARMACEUTICALS COMPANY SAE,EG0000057715,EG,2120,3254,"Chemicals, rubber, plastics, non-metallic products",CA30100NC,CA,Active,01/01/1991,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
IN,IN0000217788,AMR INDIA LIMITED,scoreB,AMR,AMR INDIA LIMITED,IN0000217788,IN,4110,2361,Construction,IN0000217788,IN,Active,25/04/2001,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
NG,NG76916R,ANDELAJ LTD,scoreB,Andela,ANDELAJ LTD,NG76916R,NG, , , , , ,Active,09/11/1985,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
GH,,,,Aninwah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PS,PS*903568596,ANOUD GAMES INTERNATIONAL LTD,scoreD,Anoud,ANOUD GAMES INTERNATIONAL LTD,PS*903568596,PS, , , , , ,Active, ,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
CN,,,,Anti-cancer Guard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RU,,,,Appscotch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UZ,UZ301402850,AQUA VIP,scoreD,Aqua Tudaqul,AQUA VIP,UZ301402850,UZ, , , , , ,Active, ,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
CN,CN*110006859420,AQUALYNG BEIJING LTD.,scoreD,Aqualyng Holding,AQUALYNG BEIJING LTD.,CN*110006859420,CN, , , , , ,Active, ,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
MX,MXARA900710AX8,ARABELA SA DE CV,scoreA,Arabela,ARABELA SA DE CV,MXARA900710AX8,MX,2042,3256,"Chemicals, rubber, plastics, non-metallic products",US*905248719,US,Active,10/07/1990,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"1,800",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
AE,,,,Arabia Weather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,,,,Archindra JustEa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZA,,,,AREFCO Acapulco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MX,,,,Arinpa Homebuild,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KZ,KZ110640023250,ARNUR TREID,scoreC,Arnur Credit,ARNUR TREID,KZ110640023250,KZ,4920,4821,Transport, , ,Active,30/06/2011,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,3,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
IN,IN0001090662,AROHAN CONSULTANTS PRIVATE LIMITED,scoreB,Arohan,AROHAN CONSULTANTS PRIVATE LIMITED,IN0001090662,IN,9609,8129,Other services, , ,Active,23/06/1997,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,3,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
IN,IN0001090662,AROHAN CONSULTANTS PRIVATE LIMITED,scoreB,Arohan,AROHAN CONSULTANTS PRIVATE LIMITED,IN0001090662,IN,9609,8129,Other services, , ,Active,23/06/1997,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,3,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
TR,TR1615394F,ARZUM SACLI SEKERCI ARZUM,scoreE,Arzum,ARZUM SACLI SEKERCI ARZUM,TR1615394F,TR,5610,7223,Hotels & restaurants, , ,Active,07/03/2005,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
IN,IN0001180567,ASHOKA HIGHWAYS (BHANDARA) LIMITED,scoreB,Ashoka Bhandara,ASHOKA HIGHWAYS (BHANDARA) LIMITED,IN0001180567,IN,4211,2373,Construction,IN34302FI,IN,Active,15/03/2007,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
IN,IN0001177866,ASHOKA CONCESSIONS LIMITED,scoreC,Ashoka Concess,ASHOKA CONCESSIONS LIMITED,IN0001177866,IN,4299,2379,Construction,IN34302FI,IN,Active,05/04/2011,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
LA,,,,Asia Potash Grou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,TH0107550000050,ASIASOFT CORPORATION PUBLIC COMPANY LIMITED,scoreB,Asiasoft,ASIASOFT CORPORATION PUBLIC COMPANY LIMITED,TH0107550000050,TH,7490,5614,Other services,TH0107550000050,TH,Active,2001,"4,459","2,381","1,365",713,"11,781",3,"1,741","10,037","6,248","16,240","3,180","11,439","-8,259",516,122,393,376,"12,543",966,"1,937","9,640","16,240",-193,-762,"27,786",n.a.,"24,442","24,037","13,928","10,514","14,794","-4,279",73,30,-43,"-4,207","1,552","-5,758",-289,n.a.,n.a.,"-6,047",n.a.,n.a.,"5,745","4,179",n.a.,62,0,"-1,868","5,490",-101
IN,INFEB92542,ASIRVAD MICROFINANCE PRIVATE LIMITED,scoreB,Asirvad,ASIRVAD MICROFINANCE PRIVATE LIMITED,INFEB92542,IN,6492,5222,Banks, , ,Active, ,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
MX,,,,Assured Labor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZA,ZA201521042107,ASTRIM HOLDINGS (PTY) LTD,scoreB,Astrim,ASTRIM HOLDINGS (PTY) LTD,ZA201521042107,ZA, , , , , ,Active,24/06/2015,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
NE,,,,Asusu Niger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,,,,AT ASSAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR,,,,ATA Hospitals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAC,US296902685L,ATLAS RENEWABLE ENERGY,scoreA,Atlas Renewable Energy,ATLAS RENEWABLE ENERGY,US296902685L,US, , , , , ,Active, ,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
CN,CN9361214633,"TOPCO SCIENTIFIC (SHANGHAI) CO., LTD.",scoreE,Atopco,"TOPCO SCIENTIFIC (SHANGHAI) CO., LTD.",CN9361214633,CN,4652,4236,Wholesale & retail trade,TW23621614,TW,Active,10/07/2003,"11,433",77,"5,511","5,844","39,813","15,270","19,488","5,056","3,994","51,246","18,374","8,918","9,456",0,0,0,0,"32,872",0,"27,600","5,272","51,246","7,157","6,941",n.a.,68,"115,972","115,920","106,441","9,530","4,855","4,676","2,391","3,345",954,"7,066",954,"6,112",56,60,4,"6,168",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
IN,,,,Aurowell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KE,KECPR2016-007247,MASTER CLASS AUTOMATIVE SOLUTIONS LIMITED,scoreE,Automative Solns,MASTER CLASS AUTOMATIVE SOLUTIONS LIMITED,KECPR2016-007247,KE, , , , , ,Active,01/04/2016,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,1,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
SG,SG200507682C,AVER ADVANCE PTE. LTD.,scoreB,Aver,AVER ADVANCE PTE. LTD.,SG200507682C,SG,7739,5324,Other services,YY*110179899355,n.a.,Inactive (no precision),06/06/2005,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
CI,,,,AWI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TW,,,,Awind Holding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CI,,,,Axxend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NG,NG*Z00256316,AZURA POWER HOLDINGS LTD,scoreA,Azura Power Holdings Ltd,AZURA POWER HOLDINGS LTD,NG*Z00256316,NG, , , , , ,Active, ,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
UA,UA32424255,DC UKRAINE TOV,scoreC,BAC Ukraine,DC UKRAINE TOV,UA32424255,UA,4775,4461,Wholesale & retail trade,KY00502FH,KY,Active,2003,"5,931",105,"5,812",14,"47,950","20,764","3,606","23,581","17,727","53,882","46,814","1,078","45,736",386,0,386,0,"6,682",0,"5,524","1,158","53,882","18,845","41,268",n.a.,"3,550","112,968","112,764","75,224","37,744","30,602","7,142","1,772","1,772",0,"8,914","1,768","7,146",369,530,161,"7,515",n.a.,429,"10,410","1,466",n.a.,n.a.,n.a.,"8,982",n.a.,"8,609"
BF,,,,BACP Sofipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL,PL690694749,BAC-POL S.A.,scoreA,Bac-Pol,BAC-POL S.A.,PL690694749,PL,4639,4244,Wholesale & retail trade,PL690694749,PL,Active,2000,"44,546","11,435","19,784","13,327","56,968","20,341","30,331","6,296",569,"101,515","21,670","4,784","16,886","11,600","7,186","4,414",n.a.,"68,245","6,445","55,241","6,559","101,515","-4,569","-11,277",n.a.,n.a.,"316,539","315,309","272,599","43,940","42,723","1,217",-658,383,"1,042",540,166,374,-19,n.a.,19,374,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
KZ,KZ130140000742,BALIKHOR,scoreE,Balik,BALIKHOR,KZ130140000742,KZ,4690,4239,Wholesale & retail trade, , ,Active,04/01/2013,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,3,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
RU,RU22880852,JOINT STOCK COMPANY BALTIC PLUS,scoreC,Baltic Pork,JOINT STOCK COMPANY BALTIC PLUS,RU22880852,RU,6010,5151,Other services,RU*F00390700557787,RU,Active,30/12/1992,9,0,2,7,66,4,40,23,9,76,44,10,35,3,3,0,0,29,0,18,11,76,26,38,n.a.,9,127,n.a.,119,9,0,9,0,0,0,9,1,7,0,0,0,7,n.a.,n.a.,n.a.,n.a.,0,n.a.,n.a.,n.a.,n.a.,n.a.
CN,CN9403127185,YOU YUAN BAN GONG LIAN MENG ( TIAN JIN ) GU FEN YOU XIAN GONG SI,scoreE,BAN,YOU YUAN BAN GONG LIAN MENG ( TIAN JIN ) GU FEN YOU XIAN GONG SI,CN9403127185,CN,1712,3221,"Wood, cork, paper",WW*110181148574,n.a.,Active, ,"21,686",0,"15,617","6,070","29,859","15,027","4,204","10,627",235,"51,545","16,997","16,547",450,0,0,0,0,"34,548",0,"30,901","3,647","51,545","-11,669","-4,689",n.a.,75,"137,407","137,407","135,372","2,035","1,863",171,-32,0,32,139,76,63,53,53,0,116,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
DO,DO3629SDQ,BANCO PANAMERICANO,scoreC,Banco Promerica DR,BANCO PANAMERICANO,DO3629SDQ,DO,6419,5221,Banks, , ,Dissolved, ,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
PE,,,,Bancofianza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
